﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:67T58XZZvKtjfzUd8rvedH","S3NS","Ibrahim Maalouf","S3NS","1","3","299000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-13T11:20:32Z"
"spotify:track:3zQODQVAuZ0aSo8Wwqsp0X","Una Rosa Blanca","Ibrahim Maalouf, Harold López-Nussa","Una Rosa Blanca","1","1","338000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-13T11:24:16Z"
"spotify:track:0Y7G7IND4eyvXwwiG5V7uw","Kalimboid","Arp","Kalimboid","1","1","317468","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-13T11:24:47Z"
"spotify:track:1rurgGCtDYBG0iOinfj9S4","Keep Walking","Shake Stew","Gris Gris","1","4","454000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-13T11:27:17Z"
"spotify:track:5vNAYYytg8PvoRLGGYI6Lh","The Grid","Tigran Hamasyan","Mockroot","1","11","356920","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-13T11:28:48Z"
"spotify:track:6nGNzqlHTKugpRWkXrZkPC","Breathe","Alfa Mist, Kaya Thomas-Dyke","Antiphon","1","4","447000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-13T11:30:36Z"
"spotify:track:3BRLDcyxf0mm5itkijRILa","Sonhos de Tóquio","Nomade Orquestra","Nômade Orquestra","1","2","384280","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-13T11:41:44Z"
"spotify:track:6qW2mgvirkNopCMd8gA3JT","Jammin E. Cricket","Chick Corea Elektric Band","Beneath The Mask","1","6","414133","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-13T21:10:16Z"
"spotify:track:5odUfeFuBxFv7hiWdL4yZ5","When We Low","Shigeto","The New Monday","1","9","294533","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-14T20:57:09Z"
"spotify:track:4OfBNv905Tx1F8zxX2FEh5","Nzuku","Arp","Zebra","1","2","414117","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T10:59:02Z"
"spotify:track:3S5H3Up4nTMQuHtXfJxm45","Rumble","Chick Corea Elektric Band","The Chick Corea Elektric Band","1","2","244306","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:12:52Z"
"spotify:track:3q14bEGX3KPfit3c2x2xpN","Roofquake","Adam Nitti","Not of This World","1","2","354320","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:13:02Z"
"spotify:track:0c7eX7yoRP95YGJXyalZQJ","1-4-U","Alain Caron","Septentrion","1","1","417920","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:13:12Z"
"spotify:track:7AWlSSW5n7SXpFEWkRm2Wz","Got A Match?","Chick Corea Elektric Band","The Chick Corea Elektric Band","1","5","339826","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:13:22Z"
"spotify:track:7JkYPzvw0EZHcPDs7EseGt","99 Flavors","Chick Corea Elektric Band","Beneath The Mask","1","9","236733","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:13:31Z"
"spotify:track:1zuOJA3hTwEO8iNOcK2arC","Dis' Place This","Dave Weckl","Hard-Wired","1","3","397533","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:13:45Z"
"spotify:track:4nYJhJVWyCUO8t28WDev0K","Second Nature","Johannes Zetterberg","Equanimity","1","11","352750","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:14:31Z"
"spotify:track:07sKLwVuq8hWGD0b2UDTiK","Rope Walk","Johannes Zetterberg","Painter's Portrait","1","4","281800","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:14:51Z"
"spotify:track:3Y8RtRID7lTqUmthL96Bkv","Hello Again","Return To Forever","Musicmagic","1","2","228813","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:15:15Z"
"spotify:track:01HUC6tn7AmuONh8hEoJIB","Anthony of the Desert","Johannes Zetterberg","Equanimity","1","4","246116","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:15:50Z"
"spotify:track:5YK0WaXMtRHeWEn8EIbmPw","Lua (feat. MARO)","Jacob Collier, MARO","Djesse Vol. 2","1","8","422333","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T11:17:22Z"
"spotify:track:3nBGaKwZtlOpOJg5oUv1YQ","Canto de Ossanha","Toquinho, Vinícius de Moraes","O Poeta e o Violão","1","6","167506","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T12:05:50Z"
"spotify:track:2u9mRfYp5vzMCCSLxS85X9","Yardley Suite","Ruby Rushton","Yardley Suite","1","1","235803","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T12:10:12Z"
"spotify:track:3Bi2qt5af4FtDZaH3jlOyM","Where It Ends And Begins - Edit","Nérija","Where It Ends And Begins","1","2","221304","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T12:10:24Z"
"spotify:track:2MbiFonNfrPseRanbvH8Iu","Colour Yes","Matthew Halsall","Colour Yes (Special Edition)","1","1","521373","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T12:12:27Z"
"spotify:track:2NvrwSfyqoX0UCSCr5alWR","Di Menor","Guinga","Suíte Leopoldina","1","3","197560","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T12:13:09Z"
"spotify:track:4btNg6ffbom5dvlS5NLLZz","The theme of Sachio","mabanua","メガロボクス オリジナル・サウンドトラック","1","13","138332","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T14:30:15Z"
"spotify:track:5VFk6u55TlxstTz08gvj6r","シアワセ林檎","Gesu No Kiwami Otome","達磨林檎","1","1","269786","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T14:32:30Z"
"spotify:track:6V3JM8cOAs1JdSOZTy8cPp","Sakamichi","Orisaka Yuta","Heisei","1","1","224760","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T14:37:13Z"
"spotify:track:7qPdc4CH1GGZaHBImyoZ69","Tesselation","Mild High Club","Skiptracing","1","4","152824","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T14:45:32Z"
"spotify:track:0TLxVVaxJWEVYHQhuHiwmL","Aquelas Coisas Todas","Toninho Horta, Orquestra Fantasma","Terra dos Pássaros","1","7","340040","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T14:55:16Z"
"spotify:track:3UEu7wdJkq8pyEinqCcmwI","Are You Going with Me?","Pat Metheny, Anna Maria Jopek","Upojenie","1","5","515186","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T14:55:54Z"
"spotify:track:1BWsQm7kOBjK2aSFYg5HQZ","Shofukan","Snarky Puppy","We Like It Here","1","1","393053","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T14:57:46Z"
"spotify:track:7qwuryqoBBEH56d3iEhIBO","Swahililand","Ahmad Jamal","Crystal","1","9","248760","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T15:00:02Z"
"spotify:track:78ooMD2FIztNsssiTafmPG","美しい仕打ち","DADARAY","DADASTATION","1","4","247563","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T15:17:18Z"
"spotify:track:2Jim49nxjnjcTdyCJO4mr6","Outlier","Snarky Puppy","We Like It Here","1","6","405306","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T15:17:41Z"
"spotify:track:0Oipytskw32e2d0NzW2wnc","Us - Remixed & Remastered 1994","Thad Jones, Mel Lewis","Consummation","1","5","214440","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-15T15:18:02Z"
"spotify:track:6WJbBt96ecBsP3W7oADQau","Sketches Of Brunswick East I","King Gizzard & The Lizard Wizard, Mild High Club","Sketches of Brunswick East","1","1","80133","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-16T19:43:24Z"
"spotify:track:46MHSJrZKl92tIiD6rGBSB","Metrópole","Cesar Camargo Mariano","São Paulo - Brasil","1","1","351160","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T14:14:53Z"
"spotify:track:4MvzC0LJskaZqIvQf1KYdC","Moshi, Moshi","Os Cariocas","A Bossa Brasileira","1","1","181600","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T14:21:38Z"
"spotify:track:6ReTCbOAUbnKKVBY0ckJMS","Manhattan","Blossom Dearie","Once Upon A Summertime","1","10","259706","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T14:32:00Z"
"spotify:track:41IIGbcmsYDgZYsgyyKg6Z","The Colours Of Chloë","Eberhard Weber","The Colours Of Chloë","1","2","471093","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T16:08:54Z"
"spotify:track:6BRbXfruMUC0sSPOtqKdiu","Babar - Feat. Detroit Symphony Orchestra","Zakir Hussain, Edgar Meyer, Béla Fleck","The Melody Of Rhythm","1","1","370946","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T16:23:46Z"
"spotify:track:4SVJkfw1Z69PHunArOJf8F","Peace Of Mind (with John McLaughlin)","Shakti, John McLaughlin","Natural Elements (with John McLaughlin)","1","8","202533","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T16:25:28Z"
"spotify:track:2OqSTGg1M3sPkh2wocPVj1","Ascension","The Comet Is Coming","Death to the Planet","1","4","214812","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T16:45:19Z"
"spotify:track:0tzr7MlSILJGmWHxCQvOYn","Eh Ya Ye","Trio Da Kali, Kronos Quartet","Ladilikan","1","3","291840","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T17:42:49Z"
"spotify:track:3aPOQ6TdIuAW8m1KZid1Hv","Mogoya","Oumou Sangaré","Mogoya","1","9","210773","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T17:43:53Z"
"spotify:track:55BLyzEWvwLYsho1xuEcjM","Betece","Africando, Amadou Balaké","Betece - All Stars","1","3","304826","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T17:47:06Z"
"spotify:track:7lGq5nILkhk5DrfxLddjFc","Sais (Egypt)","Lonnie Liston Smith and the Cosmic Echoes","Cosmic Funk","1","4","492293","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T17:50:56Z"
"spotify:track:1MglqgabKH4iSkw8xHJ0J9","What About Me?","Snarky Puppy","We Like It Here","1","2","402266","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T19:18:28Z"
"spotify:track:3tn5ySii38hJKM2HXiQGFy","Lowell","Kneebody","The Line","1","1","280259","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T19:39:35Z"
"spotify:track:447qkwkOJyIj8X3vwp1WWh","Twin Flame","Marquis Hill","Modern Flows, Vol. 2","1","2","360512","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T19:39:49Z"
"spotify:track:5qvMk0ZndEaclCG2HNRyqK","Lenore","Chick Corea","The Leprechaun","1","2","205893","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T19:40:15Z"
"spotify:track:37Z5gTlgMHD2iCorfOr0L9","Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen]","Joomanji","Manj","1","13","259067","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T19:41:07Z"
"spotify:track:7qvTL9ygzgNEZC4y2f1PIB","Pete Wheeler","Jacob Mann Big Band","Greatest Hits, Vol. 1","1","1","185984","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T19:41:38Z"
"spotify:track:5P8LJE7nEEygqZI2Lh3hDk","System","Brotherly","One Sweet Life","1","1","424480","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T19:42:06Z"
"spotify:track:2vRGMXWFepCmB6TVON98MC","Lgm. Tirtonadi","Gesang","Album Emas Keroncong GESANG","1","7","189466","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T20:03:01Z"
"spotify:track:3m5kWHTfLwkfBK0v9bjXGM","Agua De Beber","Esquivel!","The Genius of Esquivel","1","2","175866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T20:12:17Z"
"spotify:track:0KlruldrjiQnw4p9zrz9kh","The Warnings Part II","David Axelrod","Earth Rot","1","2","267693","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T20:13:04Z"
"spotify:track:5n0NUEzYITfCMH3c6KwHV1","Méditation Des Enfants","Alain Goraguer","La Planète Sauvage","1","24","93293","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T20:14:14Z"
"spotify:track:1h2Zt4fkA3cOudjqUbylPT","Simba - 1996 Digital Remaster","Les Baxter","The Exotic Moods Of Les Baxter","2","1","163000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-17T20:16:21Z"
"spotify:track:5kteHIFleTAF9U2LTSDYZ6","Binky","Snarky Puppy","GroundUP","1","4","578106","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-19T15:01:52Z"
"spotify:track:0MuXZVMXHl01DBU5DdO3EP","Summer Sun","Koop","Waltz for Koop","1","4","227520","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-21T13:45:34Z"
"spotify:track:2HD2g1syRNaqanstTj8zfJ","Love Like You (End Credits)","Steven Universe, Rebecca Sugar","Steven Universe, Vol. 1 (Original Soundtrack)","1","37","143629","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-24T13:21:45Z"
"spotify:track:1Ac46UKyCsVuuE00zOjOG3","Pinkham V","Nérija, Nubya Garcia, Shirley Tetteh, Cassie Kinoshi, Sheila Maurice-Grey, Rosie Turton","NÉRIJA EP","1","1","325337","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-24T15:54:49Z"
"spotify:track:0qUtemRMa3X6xIu6JCrYSw","(To) Know Where You're Coming From","Joe Armon-Jones","Turn to Clear View","1","5","370786","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-24T15:55:43Z"
"spotify:track:1WDp3gBi6MV70sixFLaHHB","Treehouse","Hippo","Treehouse","1","1","333602","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-24T15:56:08Z"
"spotify:track:6M1HVSnYwQSQ35SMGpspai","Night Songs","Rob Luft","Riser","1","1","320248","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-24T15:56:56Z"
"spotify:track:4kkUI5uZbnrkW5dGFkeNI7","We'll Never Know","Chiminyo","I Am Chiminyo","1","1","276908","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-24T15:58:17Z"
"spotify:track:7Bwwp1QxHlkyBiO7NYDvTJ","Two","Space Captain","Two","1","1","316578","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-24T15:59:24Z"
"spotify:track:68eKtPuknupwYgAYVF9jtT","ALL CAPS","Abstract Orchestra","Madvillain, Vol. 1","1","3","275050","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-25T10:25:17Z"
"spotify:track:5n3MxCJ1KoMMo2ZkbF3VyR","Mixing Pot (Tacho)","Hermeto Pascoal","Slaves Mass (Expanded)","1","1","555626","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-25T18:07:51Z"
"spotify:track:6e2AdjxZbD7b87OyYtMB0Y","Mighty Engine of Rhythm","Pearl Django","With Friends Like These","1","8","243995","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-26T18:00:34Z"
"spotify:track:4X2Tjj0MqatwWIZChec6NU","November Night","Joscho Stephan","Swing News","1","14","232489","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-27T15:13:03Z"
"spotify:track:0UOKYamx2rZB4HYjedYFxn","Puttin' On the Ritz","Gypsy Swing Revue","Puttin' On The Ritz","1","10","238093","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-11-27T15:33:25Z"
"spotify:track:0uTdYqGBYFbtqVW5Bh5MH1","This Could Be (For The Travelling Soul)","Theo Croker","Escape Velocity","1","3","286106","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-01T18:32:24Z"
"spotify:track:0JkO1g2G0RDrZDqpfcNl09","Love from the Sun","Theo Croker, Dee Dee Bridgewater","Escape Velocity","1","13","267733","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-01T18:33:14Z"
"spotify:track:07BUBegoXmSQcokCOMAWwt","Have You Heard","Pat Metheny Group","Letter From Home","1","1","385866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-02T19:32:55Z"
"spotify:track:5vRHlju25fl2hY0IPwTLbS","Travelers","Aaron Parks","Invisible Cinema","1","1","334880","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-02T19:49:50Z"
"spotify:track:78ENbwldOAHSfpGpB6Tr2n","The Strut","Adam Nitti","Not of This World","1","7","440146","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-02T19:50:07Z"
"spotify:track:25ICPDq5tFn13Xqdmetjli","Springtime Again","Sun Ra","Sleeping Beauty","1","1","557373","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-02T19:53:38Z"
"spotify:track:1AZRzlMAaXFndLEvHO8Sf6","I'm Not So Sure","Roy Hargrove","Earfood","1","1","348973","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-02T21:02:50Z"
"spotify:track:5riSr1LFW4Bv7JzMNwIc9C","Birdland","Maynard Ferguson","Carnival","1","5","338106","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-02T21:04:40Z"
"spotify:track:59BrMMx45o2Q7GtJALMhAQ","Moanin'","Mingus Big Band","Nostalgia in Times Square","1","2","539360","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-02T21:05:03Z"
"spotify:track:5F8rPLt2c52p0SK7kiH26b","Crystal Silence","Chick Corea","Return To Forever","1","2","415000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-02T21:06:28Z"
"spotify:track:35fKquRsdtxdSAfIda1p5G","Lion of Mali","Hard Proof","Hard Proof","1","13","390546","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-03T17:00:15Z"
"spotify:track:7eQPnyqmDRvsDkjms12vI9","Bad Kids To The Back","Snarky Puppy","Bad Kids to the Back","1","1","345528","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-03T17:05:18Z"
"spotify:track:7Llu8SZBe5UuhJn4Jos5Qt","Black Focus","Yussef Kamaal","Black Focus","1","1","274253","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-03T17:26:50Z"
"spotify:track:6Muh3kBc7ONCuiWtdi0NCT","Godzilla","Vels Trio","Yellow Ochre EP","1","4","289459","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-03T17:42:42Z"
"spotify:track:6Rxg4bQ7J9oLHkv9Ia362W","Journey Through Time","The Shaolin Afronauts","Flight of The Ancients","1","1","315746","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-03T17:50:30Z"
"spotify:track:2xA9DhCOcYrKiD1bY1EF4J","El Ruso","Daymé Arocena","Nueva Era","1","8","284180","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-03T17:55:05Z"
"spotify:track:1BudKbiT5VBUH5tiBFV3qc","O Ôvo","Quarteto Novo","Quarteto Novo","1","1","137960","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-04T11:10:02Z"
"spotify:track:2dCBXxXNur85q9gGIpsAdr","Happy End","Tom Zé","Dois Momentos - Vol.1","1","1","130759","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-04T11:11:10Z"
"spotify:track:6MZuheCTuvcJUs1niNdN1M","São Jorge","Hermeto Pascoal","Zabumbe-Bum-A (Remasterizado)","1","1","155373","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-04T11:13:26Z"
"spotify:track:6xEHCWUvalb0fNYuAo591v","Nineteen","Rob Araujo","Nineteen","1","1","283200","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-05T15:04:19Z"
"spotify:track:65XhQCGWUESjTXw3YlEEqm","Zhivago","Kurt Rosenwinkel","Our Secret World","1","3","525026","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-05T15:05:22Z"
"spotify:track:2Hh5BKsYsg9Z5uLYyI9Ppl","Garden Dog Barbecue","GoGo Penguin","v2.0","1","2","224706","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-05T15:38:53Z"
"spotify:track:5JVLklFBxXYa6HKYKx3Beo","Entertain Me","Tigran Hamasyan","Mockroot","1","7","199853","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-05T16:01:23Z"
"spotify:track:4y1eun4soedwRatFHUjKDD","East Breeze","Okay Temiz","Heavy Prog, Psych & Blues of the World","1","13","277751","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-05T20:21:21Z"
"spotify:track:3Om2l7HrUDfKBpRYIGDl6N","Nterini - A COLORS SHOW","Fatoumata Diawara","Nterini - A COLORS SHOW","1","1","231923","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T10:36:14Z"
"spotify:track:7jPNoWAyDdfnzU3mUBI0HI","For My Ladies","Yussef Dayes, Rocco Palladino, Charlie Stacey","Duality","1","1","341345","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T10:45:13Z"
"spotify:track:6G2e47WHsPtB3mjYT39MW0","Overture 1","Ruby Rushton","Overture 1 / Yardley Suite","1","1","188118","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T10:46:13Z"
"spotify:track:5vZG4jaAzQeCVWLWGaik25","Just in Time","Buddy Rich","Just in Time","1","1","320807","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T10:46:46Z"
"spotify:track:5aSozRkbmo5fwxZs7SLQhS","waltz for hulot","Mamerico","minuscule","1","1","227653","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T10:59:50Z"
"spotify:track:0oaqf70ebCaYXtVE46nw8h","Baiao of Mumbai","Mathias Duplessy, The Violins of the World, Guo Gan, Enkhjargal Dandarvaanchig, Sabir Khan","Crazy Horse","1","8","310016","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:07:44Z"
"spotify:track:5KHB2Ba4QKjYsZHGrlQqNw","All That Is You","Me and My Friends","Hide Your Way","1","1","450240","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:14:58Z"
"spotify:track:56hJgtXlFUzjCps8yzMkWg","Nayan","Fatoumata Diawara, Abdoulaye Traore","Kanou EP","1","3","231240","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:17:34Z"
"spotify:track:5sRqZPlhgsv3g1RKQWBfQO","Mother In Law","Sierra Leone's Refugee All Stars","Radio Salone","1","3","316013","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:18:08Z"
"spotify:track:342K9TdhI57rjIEA6uTghP","Chant To Mother Earth","BLO","Nigeria 70 Vol. 1","1","2","366840","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:19:14Z"
"spotify:track:4pFSiNebWdqEgVKk7nIkn2","Tu vestido","Ana Prada","Soy Pecadora","1","8","201090","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:20:45Z"
"spotify:track:5YWt4BN6KlzpgtZdQdwrO1","Summer Joy","Holy Hand Grenade","Celebrate Not Separate","1","6","290888","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:23:14Z"
"spotify:track:6Dd5nqHC2TN11dFVKfyx7y","Nzaza","Tayfun Ates, Andreas Eichenauer, Bernhard Vanecek, Heiko Duffner, Hozan Temburwan, Leah Jean, Shenge Ndimbira","Nzaza","1","1","427084","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:24:56Z"
"spotify:track:0djgneNDitQWmLZ7Eq8egV","Wulumuchi Lu","Ben Misterka & Collectivity","Wulumuchi Lu","1","1","324373","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:25:16Z"
"spotify:track:1d79Oe118fd3ZA9m4Vt1d0","Shazeef","Bustan Abraham","Ashra (the First Decade Collection)","1","1","287560","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:26:59Z"
"spotify:track:7JJQPzFAV8I7a3sTURA2gt","Tiwàyyen","Tinariwen, Kurt Vile, Matt Sweeney","Elwan","1","1","224400","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:29:06Z"
"spotify:track:4Pyfmkdx0PsE77KpufP4LR","Salut","Toubab Krewe","Stylo","1","5","319325","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-06T11:30:44Z"
"spotify:track:60ejgHByYffKovo0QOymBg","Spider Wolf","Polyrhythmics","Caldera","1","2","191480","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-12T11:52:34Z"
"spotify:track:29QbclqOWJPIOrUGtU9K1R","Lord of the Fries","Polyrhythmics","Caldera","1","10","370920","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-12T11:54:41Z"
"spotify:track:0VsZSViyezZVaJfWC0eJtR","Glimmer","Now Vs Now, Justin Tyson, Jason Lindner, Panagiotis Andreou","The Buffering Cocoon","1","3","441904","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T07:10:42Z"
"spotify:track:0LtzIAlp7ImcMcLHXxOb7n","Xavi","Snarky Puppy","Immigrance","1","5","571323","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T07:18:25Z"
"spotify:track:63AaQYxlEqKvcUiv9M8i1m","Yana","Joel Ross","KingMaker","1","11","345960","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T07:28:33Z"
"spotify:track:1tFSSBklxo0g5PgWxxiYGx","The Prophet Is a Fool","Brad Mehldau","Finding Gabriel","1","6","407905","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T07:28:37Z"
"spotify:track:0MCtZmNUbShji97GHAuXeW","Plane Over Kansas","Eric Harland","13th Floor","1","11","416307","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T07:56:17Z"
"spotify:track:020lNhjfL8GZncDF2GIRQB","The Intrepid Fox","Jesse Fischer","Flipped II","1","5","378293","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T08:21:34Z"
"spotify:track:5ttt5jGhwwr227Ss80yw8Q","A Lover And A Fighter","James Francies","Flight","1","11","283489","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T08:25:57Z"
"spotify:track:75i129f0UVOfYmVaPQmijt","Fairweather Green","School Of The Arts, t lavitz, Dave Weckl, Frank Gambale, John Patitucci","School of the Arts","1","1","328986","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:33:17Z"
"spotify:track:5IAQ7zN0EZVfeGZe7mwhep","Manteca","Larry Coryell","Barefoot Man: Sanpaku","1","6","502489","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:34:57Z"
"spotify:track:1ssL0FWhyhaUwXFITWUDog","Mysterious Traveller","Jeff Lorber Fusion","Now Is The Time","1","5","236960","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:36:46Z"
"spotify:track:6hhpa8nis2KC2VkwroVouV","Ramat gan","Omer Avital","Abutbul Music (Bonus Track Version)","1","7","465954","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:39:09Z"
